id,source,source_event_id,nombre,descripcion,costo,gratis,lugar,direccion,municipio_id,categoria,enlaceboletos,boletos_por_localidad,imagen,imagen_orientacion,image_crop_mode,image_focus_x,image_focus_y,image_zoom,image_focus_confidence,image_focus_source,activo
162,prticket,lamesa,La Mesa,"La Mesa Almuerzo comunitario estilo “farm to table” en los pasillos históricos de la Facultad de Humanidades. El concepto es instalar una mesa larga donde nos sentemos alrededor de 600 personas a compartir alimentos cosechados en el país, dialogar y bajar el ritmo. Contamos con el trabajo de chefs icónicos como Natalia Vallejo, Carlos Portela, Hugo Varona, Mercedes Grubb, Kelly Pirro, Giovanna Huyke, Luz Ferreira, Wanda Pantojas y Pedro Álvarez, quienes representan nuestra gastronomía nacional y son portavoces de la importancia de la producción agrícola de nuestro país. El objetivo es recaudar fondos para ofrecer 14 becas estudiantiles, una para cada departamento de Humanidades y Nutrición y Dietética 🗓️ miércoles, 2 de septiembre de 2026 ⏰ 11:30 AM 📍En los pasillos de la Torre y la Facultad de Humanidades de la Universidad de Puerto Rico en Río Piedras, San Juan, Puerto Rico Precio: General: $27.00",$27.00,false,Facultad de Humanidades,San Juan @ Facultad de Humanidades,65,7,https://boletos.prticket.com/events/en/lamesa,false,https://boletos.prticket.com/events/img_web/3/598/2343/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
163,prticket,masturbadoquetu,Más Turbado... Que Tú,"El Gazebo Presenta Más Turbado... Que Tú Stand Up 🗓️ sábado, 13 de junio de 2026 ⏰ 8:00 PM 📍 Teatro José M. Lugo Emanuelli, Fajardo, Puerto Rico Precios : Planta Baja A-E: $40.00 Planta Baja F-Q : $35.00 Planta Baja R-V : $30.00 🗓️ jueves, 3 de septiembre de 2026 ⏰ 8:00 PM 📍 Teatro Yagüez, Mayagüez, Puerto Rico Precios : Planta Baja A-G: $40.00 Planta Baja H-R: $35.00 Segundo Nivel: $30.00 🗓️ sábado , 18 de Julio de 2026 ⏰ 8:00 PM 📍 Teatro Francisco Arriví, Santurce Precios : Planta Baja : $45.00 - $50.00 (+ivu & c.s.) Planta Alta: $30.00 - $35.00 (+ivu & c.s.)",desde $30.00,false,Teatro José M. Lugo Emanuelli,Fajardo @ Teatro José M. Lugo Emanuelli,27,10,https://boletos.prticket.com/events/en/masturbadoquetu,false,https://boletos.prticket.com/events/img_web/3/494/2313/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
164,prticket,natalianieves,Ópera en la Montaña,"Ópera en la Montaña Natalia Nieves en Concierto ¡No te pierdas ""Ópera en la Montaña""! La soprano Natalia Nieves junto a la pianista Daniela Santos presentan un espectáculo apasionante lleno de melodias inolvidables y canciones que llegan al corazón. Una velada exquisita en el Centro de Bellas Artes de Naranjito. 🗓️ Sábado, 20 de junio de 2026 ⏰ 7:00 PM 📍Sala de teatro Modesto Nieves, Centro de Bellas Artes de Naranjito, Puerto Rico Precio: General: $25.00 + ivu + c.s. Otra producción de Chucky Enterprises",$25.00,false,CBA Naranjito - .Online,#97 C. Georgetti - Naranjito (Puerto Rico),54,1,https://boletos.prticket.com/events/en/natalianieves,false,https://boletos.prticket.com/events/img_web/3/495/2372/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
165,prticket,ndi-calle,Noche de Impro - Cogiendo Calle,Noche de Impro - Cogiendo Calle NDI es un show de improvisación dónde nadie sabe lo que va a pasar. COGIMOS CALLE Y LLEGAMOS A PONCE Y AGUADA!!! Vive una nueva historia creada con tus sugerencias y las ocurrencias de los improvisadores. 🗓️ Todos los viernes desde el 22 de Mayo - 26 de Junio de 2026 - ⏰ 8:00pm 📍Aguada @ Bambalinas Cafe Teatro Precio: Entrada General - $25.00 + ivu & c.s.,$25.00,false,Bambalinas Café Teatro,Aguada @ Bambalinas Café Teatro,2,10,https://boletos.prticket.com/events/en/ndi-calle,false,https://boletos.prticket.com/events/img_web/3/494/2347/m_banner.webp,horizontal,cover,0.5,0.24,1.08,72,prticket_auto_v1,true
166,prticket,nextgenerationbigstep,Next Generation - Big Step,"Next Generation - Big Step 🗓️ sábado, 13 de junio de 2026 ⏰ 7:00 PM 📍 Coliseo Rubén Zayas Montañez, Trujillo Alto, Puerto Rico Precios: General: $25.00 + ivu & c.s. Palco: $35.00 + ivu & c.s. Ring Side: $50.00 + ivu & c.s. Red Carpet: $60.00 + ivu & c.s.",desde $25.00,false,Next Generation 2026,Trujillo Alto @ Next Generation 2026,71,3,https://boletos.prticket.com/events/en/nextgenerationbigstep,false,https://boletos.prticket.com/events/img_web/3/577/2366/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
167,prticket,nochesdeimpro,Noches de Impro,"Noches de Impro ​ ¡Regresa tu show de improvisación favorito! Noches de Impro: Fotos y recuerdos regresa al Shorty Castro todos los lunes para que comiences tus semanas con las energías necesarias. Tú pones los temas y nosotros la historias. 🗓️ Todos los LUNES ⏰ 8:00pm 📍Café Teatro El Shorty, Santurce Precios: Planta Alta : $18.00 + ivu & c.s Planta Baja: $24.00 + ivu & c.s",desde $18.00,false,Enumerado con 2 precios+ Vision Limitada,San Juan @ Enumerado con 2 precios+ Vision Limitada,65,10,https://boletos.prticket.com/events/en/nochesdeimpro,false,https://boletos.prticket.com/events/img_web/3/4/190/m_banner.webp,horizontal,cover,0.5,0.24,1.08,72,prticket_auto_v1,true
168,prticket,piratas,Piratas de Quebradillas,"Baloncesto Superior Nacional Piratas de Quebradillas Temporada 2026 Itinerario de Juegos Locales Domingo, 12 de abril de 2026 – 8:00 pm -vs- Santeros Domingo, 19 de abril de 2026 – 6:00 pm -vs- Indios Jueves, 23 de abril de 2026 – 8:00 pm -vs- Atléticos Miércoles, 29 de abril de 2026 – 8:00 pm -vs- Gigantes Viernes, 1 de mayo de 2026 – 8:00 pm -vs- Atléticos Viernes, 8 de mayo de 2026 – 8:00 pm -vs- Leones Jueves, 14 de mayo de 2026 – 8:00 pm -vs- Criollos Sábado, 23 de mayo de 2026 – 8:00 pm -vs- Osos Miércoles, 3 de junio de 2026 – 8:00 pm -vs- Cangrejeros Domingo, 7 de junio de 2026 – 6:00 pm -vs- Indios Martes, 9 de junio de 2026 – 8:00 pm -vs- Leones Sábado, 13 de junio de 2026 – 8:00 pm -vs- Capitanes Jueves, 25 de junio de 2026 – 8:00 pm -vs- Capitanes Sábado, 27 de junio de 2026 – 8:00 pm -vs- Santeros Calendario sujeto a cambios. @ Coliseo Raymond Dalmau, Quebradillas Precios: General - $12.00 Preferencia - $18.00 Palco - $24.00 Arena - $30.00 ( ivu & c.s. ya incluidos en el precio) *Boleteria abierta los dias de juego a las 4:00pm*",desde $12.00,false,BSN (General + Enumerado),Quebradillas @ BSN (General + Enumerado),59,3,https://boletos.prticket.com/events/en/piratas,false,https://boletos.prticket.com/events/img_web/3/24/41/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
169,prticket,puertoricosekaijucon,Puerto Rico Sekaiju Con,"Puerto Rico Sekaiju Con ¡Regresa la convención de anime más grande de Puerto Rico! Puerto Rico Sekaiju Con se llevará a cabo el próximo 29 y 30 de agosto de 2026 en el Coliseo Marcelo Trujillo Panisse en Humacao y esta edición será como ninguna otra en nuestra historia. Por primera vez, contaremos con dos niveles llenos de pura adrenalina para toda la familia: exhibiciones de gaming, torneos de cartas TCG, competencias de cosplay, talleres culinarios, Artistas Locales, Dance Battles, actividades interactivas, paneles de entrevista, y mucho más para todos los fanáticos de anime y la cultura popular en Puerto Rico! Conoce las voces detrás de tus personajes de anime y VTubers favoritos: incluyendo a: • ⁠ Johnny Yong Bosch (Ichigo Kurosaki, Dante, Nero, Lelouch ViBritannia, Vash the Stampede) • ⁠ Alejandro Saab (Cyyu, Deadpool, Cyno, Jing Yuan, Gabimaru) • ⁠ Y MUCHOS MÁS POR ANUNCIAR No te pierdas un fin de semana lleno de momentos inolvidables, entrevistas exclusivas y experiencias únicas que solo puedes vivir en el evento de anime más grande en Puerto Rico. Síguenos en Facebook, Instagram y Twitter: @sekaijucon Visítanos en: sekaijuconpr.com para más información 🗓️ sábado, 29 de agosto de 2026 🗓️ domingo, 30 de agosto de 2026 ⏰ 9:00 AM - 6:00 PM 📍Coliseo Marcelo Trujillo Panisse, Humacao, Puerto Rico Precio: General: $25.00 + ivu + c.s Weekend Pass: $45.00 + ivu + c.s. Weekend pass XL: $100.00 + ivu + c.s. Incluye : Pase para todo el fin de semana Acceso por carril expreso con escolta para áreas de autógrafos y fotos Bolsa (Tote Bag) edición limitada de Sekaiju Lanyard edición limitada de Sekaiju + carnet Póster edición limitada de Sekaiju Sticker edición limitada de Sekaiju Goodies",desde $25.00,false,Sekaiju,Humacao @ Sekaiju,36,4,https://boletos.prticket.com/events/en/puertoricosekaijucon,false,https://boletos.prticket.com/events/img_web/3/601/2350/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
170,prticket,queens-of-ring,Queens of the Ring,"Queens of the Ring 🗓️ Sábado, 11 de julio de 2026 ⏰ 6:00pm 📍Coliseito Pedrin Zorrilla, San Juan Precios: Red Carpet -$100.00 + ivu & c.s. Ring Side - $60.00 + ivu & c.s. General - $30.00 + ivu & c.s.",desde $30.00,false,Coliseito Pedrin Zorrilla,"Coliseito Pedrin Zorrilla, San Juan",65,3,https://boletos.prticket.com/events/en/queens-of-ring,false,https://boletos.prticket.com/events/img_web/3/70/2371/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
171,prticket,quien-mato-a-rene,Reynold Alexander : ¿Quién mató a René Monclova?,"Reynold Alexander : ¿Quién mató a René Monclova? Cuando un asesinato sacude a todos los invitados del Hotel Royal Americana, el famoso mago-detective Reynold Alexander decide tomar el caso. Con un poco de magia y mucha astucia, se propone descubrir qué pasó realmente. Esta vez hay un giro: los sospechosos están entre el público, la intriga sube de nivel y todos forman parte del juego. Mientras Reynold sigue las pistas y destapa secretos, cada espectador se convierte en una pieza del rompecabezas. La pregunta es… ¿podrás descubrir al culpable antes que él? Prepárate para una noche llena de magia, risas y giros inesperados, donde hasta tú podrías tener la pista clave para resolver el misterio. Será una experiencia interactiva en la que el teatro y el suspenso se mezclan para mantenerte pegado a tu asiento. Ven a vivir una velada diferente y descubre si tienes lo que se necesita para averiguar “¿Quién mató a René Monclova?”",,false,Teatro Tapia-Reynold,San Juan @ Teatro Tapia-Reynold,65,10,https://boletos.prticket.com/events/en/quien-mato-a-rene,false,https://boletos.prticket.com/events/img_web/3/494/2332/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
172,prticket,rickycolonencomplicidad,Ricky Colón: En Complicidad,"Ricky Colón: En Complicidad Con tan solo 23 años, Ricky Colón se presenta como una de las voces jóvenes más prometedoras de la música romántica en Puerto Rico. Reconocido por su paso como excantante de la legendaria orquesta de Willie Rosario y por su actual participación como vocalista de Luisito Ayala y La Puerto Rican Power, Ricky se desprende aquí del ritmo salsero para entregarse, con absoluta honestidad, al lenguaje profundo del bolero. En Complicidad es un concierto íntimo, concebido para escuchar de cerca. Acompañado por algunos de los mejores músicos del país, Ricky Colón interpreta una cuidada selección de boleros tradicionales y contemporáneos, revelando una capacidad interpretativa marcada por la entrega, la sensibilidad y el respeto al género. En la atmósfera cercana del Moneró Café Teatro, cada canción se convierte en una confesión y cada silencio en un puente directo al corazón. Este concierto invita al público a ser testigo de una certeza: están escuchando el futuro del bolero puertorriqueño, narrado en una voz joven que honra la tradición mientras la proyecta hacia adelante. 🗓️ domingo, 7 de junio de 2026 ⏰ 4:30 PM 📍 Moneró Café Teatro, Caguas, Puerto Rico Precio: General: $25.00 + ivu + c.s.",$25.00,false,Moneró - .Online,Caguas @ Moneró - .Online,13,1,https://boletos.prticket.com/events/en/rickycolonencomplicidad,false,https://boletos.prticket.com/events/img_web/3/59/2281/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
173,prticket,showdejossiedeguzman,Show de Josie de Guzmán,"Show de Josie de Guzmán Acompaña a la aclamada artista ganadora del premio Grammy Awards y nominada en dos ocasiones a los Tony Awards, Josie de Guzman, junto a su distinguido Director Musical, Larry Yurman, en una velada íntima y reveladora que invita al público a descubrir los secretos detrás del telón. Este espectáculo ofrece una experiencia cercana y envolvente, donde de Guzman comparte historias de primera mano y memorias inolvidables de su extraordinaria trayectoria en Broadway, acompañadas de interpretaciones musicales que han marcado su carrera. Sus vivencias junto a legendarias figuras como Leonard Bernstein, Stephen Sondheim, Alan Jay Lerner, Jerome Robbins y Arthur Laurents se transforman en relatos fascinantes, a veces inesperados y frecuentemente cargados de humor, que revelan la esencia de su recorrido teatral. El repertorio incluye además una cuidada selección de sus canciones favoritas interpretadas en los escenarios de cabaret y clubes nocturnos de Nueva York, con obras de destacados compositores como Cole Porter, Antonio Carlos Jobim y Liz Swados, evidenciando su impresionante versatilidad artística. El espectáculo conduce al espectador por un viaje emocional que abarca desde Peter Pan hasta West Side Story y Guys and Dolls, incluyendo presentaciones internacionales en ciudades como París, Monte Carlo y Milán. Entre anécdotas de camerino, imprevistos en escena y grandes triunfos teatrales, este espectáculo único captura la esencia de una artista carismática y multifacética. Su trabajo fuera de Nueva York ha sido igualmente aclamado en todo Estados Unidos, con interpretaciones en obras de Tom Stoppard, Arthur Miller, Agatha Christie, Anton Chekhov y William Shakespeare, así como en exitosas comedias teatrales. Pocos artistas estadounidenses logran igualar su amplitud interpretativa, elegancia y dominio escénico en un repertorio tan diverso. Back Where I Started presenta a Josie de Guzman en una de sus facetas más cautivadoras, en un espectáculo simplemente irresistible. Reseñas Destacadas “Jamás había visto una intérprete de cabaret con tanto encanto… ¡Su carisma desbordaba el escenario!” — Peter Filichia, Broadway Radio “Cada anécdota revela el mundo interno del teatro que pocos tienen el privilegio de conocer. Cada historia fluía con naturalidad hacia interpretaciones musicales que emocionaron y cautivaron profundamente al público… Este es un espectáculo imperdible.” — Edward A. Kliszus, Opening Night Reviews New York El espectáculo de la Sra. de Guzman destacó especialmente por sus invaluables anécdotas sobre su paso por Broadway, tanto en grandes éxitos como en producciones legendarias.” — Adrian Dimanlig, Interludes 🗓️ domingo, 30 de agosto de 2026 ⏰ 4:00 PM 📍 Teatro Tapia en Viejo San Juan, San Juan, Puerto Rico Precio: Platea: $55.00 + ivu + c.s. Palco 1er Nivel: $55.00 + ivu + c.s. Palco 2do Nivel: $50.00 + ivu + c.s. Paraíso: $45.00 + ivu + c.s.",desde $45.00,false,T.Tapia - 4 precios,San Juan @ T.Tapia - 4 precios,65,10,https://boletos.prticket.com/events/en/showdejossiedeguzman,false,https://boletos.prticket.com/events/img_web/3/36/2338/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
174,prticket,tallerdemarketing,Taller de Marketing - Saffra Cowork,"Film Nights y Creānte presentan: Taller de Marketing para la Industria Creativa Una experiencia intensiva de 4 horas diseñada para ayudar a creativos, artistas, productores, emprendedores y profesionales del entretenimiento a entender cómo desarrollar una estrategia clara de marketing para sus proyectos. Guiado por Héctor D. Ortiz Rodríguez, publicista y actor con más de 15 años de experiencia manejando marcas en retail, gastronomía, cine, teatro y entretenimiento, este taller combina teoría aplicada, casos de estudio globales y locales, y una sesión práctica donde cada participante podrá trabajar conceptos directamente sobre su propio proyecto. Durante el taller exploraremos: Investigación y brief creativo Definición de audiencias Estrategia de marca Plan de medios Promociones y colaboraciones Activaciones y experiencias Métricas y análisis de resultados Estrategias de lanzamiento No es una charla, es un taller práctico de trabajo real. Ven con ideas, proyectos o preguntas y sal con herramientas concretas para comunicar mejor lo que haces. 🗓 Sábado, 30 de mayo de 2026 ⏰ 11:00 AM – 3:00 PM 📍 Saffra Cowork (Edificio ILA, 1055 John Fitzgerald Kennedy Expy, San Juan, 00920) Precio: General: $35.00 + ivu + c.s. Sobre Film Nights Film Nights es una plataforma creativa nacida en Puerto Rico dedicada a impulsar la industria audiovisual y conectar a la comunidad creativa a través de proyecciones, networking, talleres, paneles educativos y experiencias colaborativas. Desde su fundación, Film Nights ha producido más de 100 eventos, presentado más de 200 proyecciones, impulsado decenas de proyectos creativos y generado una comunidad vibrante de artistas, cineastas, productores y profesionales que creen en el poder de crear juntos. Con iniciativas como esta, Film Nights continúa expandiendo oportunidades de educación, conexión y crecimiento para la industria creativa local.",$35.00,false,Saffra Cowork,San Juan @ Saffra Cowork,65,4,https://boletos.prticket.com/events/en/tallerdemarketing,false,https://boletos.prticket.com/events/img_web/3/605/2368/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
175,prticket,tradicionalbailepadres,Tradicional Bailable de la Víspera de Padres,"Tradicional Bailable de la Víspera de Padres 🗓 ️ sábado, 20 de junio de 2026 ⏰ 7:30 PM 📍 Hotel Sheraton, Distrito de Convenciones Precios: General: $30.00 + ivu + c.s. Preferencia: $40.00 + ivu + c.s. VIP: $50.00 + ivu + c.s. Puerta: $40.00 + ivu + c.s. Info: 787-349-6630 Produce: Moncho Arriaga",desde $30.00,false,Sheraton Puerto Rico Hotel & Casino,"Sheraton Puerto Rico Hotel & Casino, San Juan, Puerto Rico",65,1,https://boletos.prticket.com/events/en/tradicionalbailepadres,false,https://boletos.prticket.com/events/img_web/3/49/2376/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
176,prticket,vip-parking,Parking VIP Prepagado - Cangrejeros de Santurce,Parking VIP Prepagado - Cangrejeros de Santurce Solo disponible por pre-venta durante los dias de partidos locales de los Cangrejeros de Santurce. Estacionamiento VIP frente a la entrada principal del Coliseo Roberto Clemente. (150 espacios) Abierto desde 2 horas antes de la hora del juego. Entrada/Ubicacion: https://maps.app.goo.gl/wdgZjqUq7ec1DVwSA Precio: Estacionamiento VIP - $10.00,$10.00,false,Parking VIP,San Juan @ Parking VIP,65,9,https://boletos.prticket.com/events/en/vip-parking,false,https://boletos.prticket.com/events/img_web/3/12/2345/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
177,prticket,wwcaniversario53,WWC Aniversario 53,"WWC Aniversario 53 El evento de lucha libre más importante de todos, WWC Aniversario 53, regresa al Coliseo Roberto Clemente de San Juan. 🗓️ Sábado, 27 de junio de 2026 ⏰ 8:00 PM 📍 Coliseo Roberto Clemente en San Juan, Puerto Rico Precios: Palco: $25.00 + ivu + c.s. Ring Side: $75.00 + ivu + c.s.",desde $25.00,false,WWC,San Juan @ WWC,65,3,https://boletos.prticket.com/events/en/wwcaniversario53,false,https://boletos.prticket.com/events/img_web/3/12/2247/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
178,prticket,yaireenaniversario,Yaire en Aniversario,"Yaire en Aniversario 🗓️ domingo, 10 de mayo de 2026 ⏰ 5:00 PM 📍 Studio 58 Guayama Café Teatro, Guayama, Puerto Rico Precio: General: $30.00 + ivu + c.s. 🗓️ sábado, 30 de mayo de 2026 ⏰ 8:00 PM 📍Centro de Bellas Artes de Naranjito, Puerto Rico Precio: General: $30.00 + ivu + c.s. 🗓️ sábado, 6 de junio de 2026 ⏰ 8:00 PM 📍Studio 58 Ponce Café Teatro, Ponce, Puerto Rico Precio: General: $30.00 + ivu + c.s. 🗓️ domingo, 14 de junio de 2026 ⏰ 5:00 PM 📍Rancho Grande en Añasco, Puerto Rico Precio: General: $30.00 + ivu + c.s. 🗓️ sábado, 19 de septiembre de 2026 ⏰ 8:00 PM 📍 Cine Teatro Juventud en Lajas, Puerto Rico Precio: General: $30.00 + ivu + c.s.",$30.00,false,Centro de Bellas Artes de Naranjito,Centro de Bellas Artes de Naranjito,54,1,https://boletos.prticket.com/events/en/yaireenaniversario,false,https://boletos.prticket.com/events/img_web/3/494/2346/m_banner.webp,horizontal,cover,0.5,0.26,1.08,72,prticket_auto_v1,true
