evento_id_temp,source_event_id,url,nombre_final,categoria_origen_boleteria,categoria_inferida_script,categoria_final_id,categoria_final_nombre,usa_sesiones_compra,total_sesiones_detectadas,total_venues_detectadas,municipio_principal_id,municipio_principal_nombre,municipios_detectados_en_venues,municipios_detectados_en_sesiones,lugar_principal,direccion_principal,total_fechas_finales,primera_fecha,ultima_fecha
216,5kfaderun,https://boletos.prticket.com/events/en/5kfaderun,5K Fade & Run,Deportes,Deportes,3,Deportivo,false,0,1,65,San Juan,65,,Colegio de Barberos y Estilistas de Puerto Rico,"Colegio de Barberos y Estilistas de Puerto Rico, San Juan, San Juan",2,2026-06-28,2026-06-28
217,aguadillapickleballcenter,https://boletos.prticket.com/events/en/aguadillapickleballcenter,Aguadilla Pickleball Center,Deportes,Deportes,3,Deportivo,true,42,1,3,Aguadilla,3,3,Aguadilla,"Carr PR-442 km 4.2, Aguadilla, 00603, Puerto Rico - Aguadilla (Aguadilla)",42,2026-05-16,2026-05-31
218,algoextra-9,https://boletos.prticket.com/events/en/algoextra-9,Algo Extra,Artes escénicas,Artes escénicas,7,Cultura / Teatro,true,10,1,65,San Juan,65,65,Café Teatro El Shorty,San Juan @ Café Teatro El Shorty,10,2026-05-27,2026-07-29
219,asalto,https://boletos.prticket.com/events/en/asalto,Asalto,Artes escénicas,Comedia,10,Comedia,true,2,1,65,San Juan,65,65,Café Teatro El Shorty,San Juan @ Café Teatro El Shorty,2,2026-05-19,2026-05-26
220,bbq,https://boletos.prticket.com/events/en/bbq,BBQ Grilling War,Otros,Familiar,5,Actividad Familiar,false,0,1,65,San Juan,65,,Plaza de la Independencia,"Plaza de la Independencia, San Juan PR",1,2026-06-13,2026-06-13
221,best-jevas,https://boletos.prticket.com/events/en/best-jevas,Lo Mejor de Noche de Jevas,Artes escénicas,Comedia,10,Comedia,true,22,1,65,San Juan,65,65,Café Teatro El Shorty,San Juan @ Café Teatro El Shorty,22,2026-05-14,2026-06-28
222,campamentoxplore360,https://boletos.prticket.com/events/en/campamentoxplore360,Campamento Xplore 360,Ferias Congresos,Ferias Congresos,4,Feria,true,1,1,11,Bayamón,11,11,Camp Explore 360,Bayamón @ Camp Explore 360,1,2026-06-01,2026-06-01
223,cangrejeros2026,https://boletos.prticket.com/events/en/cangrejeros2026,Cangrejeros de Santurce,Deportes,Deportes,3,Deportivo,true,5,1,65,San Juan,65,65,Cangrejeros 2026,San Juan @ Cangrejeros 2026,5,2026-05-21,2026-06-24
224,comediageek,https://boletos.prticket.com/events/en/comediageek,Comedia Geek,Artes escénicas,Comicon / Cosplay,14,Comicon / Cosplay,true,1,1,13,Caguas,13,13,Titan Games,Caguas @ Titan Games,1,2026-06-12,2026-06-12
225,comicosanonimos,https://boletos.prticket.com/events/en/comicosanonimos,Cómicos Anónimos,Artes escénicas,Comedia,10,Comedia,true,2,2,30,Guayama,30|50,30|50,"Studio 58, Guayama","Studio 58, Guayama",2,2026-05-30,2026-06-13
226,cortaditoocapuchino,https://boletos.prticket.com/events/en/cortaditoocapuchino,¿Cortadito o capuchino?,Artes escénicas,Experiencia,15,Experiencia,true,1,1,65,San Juan,65,65,Abracadabra Counter Cafe,San Juan @ Abracadabra Counter Cafe,1,2026-05-15,2026-05-15
227,disneyonice,https://boletos.prticket.com/events/en/disneyonice,Disney On Ice,Artes escénicas,Artes escénicas,7,Cultura / Teatro,true,17,1,65,San Juan,65,65,CRC_disney,San Juan @ CRC_disney,17,2026-05-29,2026-06-07
228,dragacadabra,https://boletos.prticket.com/events/en/dragacadabra,DRAGACADABRA,Artes escénicas,Artes escénicas,7,Cultura / Teatro,true,1,1,65,San Juan,65,65,Abracadabra Counter Cafe,San Juan @ Abracadabra Counter Cafe,1,2026-06-20,2026-06-20
229,elmagodeoz,https://boletos.prticket.com/events/en/elmagodeoz,El Mago de Oz,Artes escénicas,Magia / Ilusionismo,16,Magia / Ilusionismo,true,2,1,65,San Juan,65,65,T.Tapia - 4 precios,San Juan @ T.Tapia - 4 precios,2,2026-06-06,2026-06-07
230,firstattack2026,https://boletos.prticket.com/events/en/firstattack2026,🎮 FIRST ATTACK 2026,Ferias Congresos,Ferias Congresos,4,Feria,true,3,1,65,San Juan,65,65,First Attack,San Juan @ First Attack,3,2026-10-02,2026-10-04
231,gamingisland,https://boletos.prticket.com/events/en/gamingisland,Gaming Island 2026 - Coliseito Pedrín Zorrilla,Ferias Congresos,Ferias Congresos,4,Feria,true,1,1,65,San Juan,65,65,Coliseito Pedrín Zorrilla General,San Juan @ Coliseito Pedrín Zorrilla General,1,2026-06-18,2026-06-18
232,irvingdarisho,https://boletos.prticket.com/events/en/irvingdarisho,Irving & Darisho,Artes escénicas,Magia / Ilusionismo,16,Magia / Ilusionismo,true,1,1,65,San Juan,65,65,Irving & Darisho,San Juan @ Irving & Darisho,1,2026-08-08,2026-08-08
233,karmavalcuartaedicion,https://boletos.prticket.com/events/en/karmavalcuartaedicion,Karmaval,Otros,Experiencia,15,Experiencia,false,0,1,65,San Juan,65,,Playa El Escambrón,"Playa El Escambrón, San Juan",2,2026-06-20,2026-06-20
234,lacomidacomoculturadialogosdesobremesa,https://boletos.prticket.com/events/en/lacomidacomoculturadialogosdesobremesa,La comida como cultura: diálogos de sobremesa,Artes escénicas,Charla / Conferencia,13,Charla / Conferencia,true,1,1,13,Caguas,13,13,Teatro del C3TEC,Caguas @ Teatro del C3TEC,1,2026-05-23,2026-05-23
235,lagala,https://boletos.prticket.com/events/en/lagala,"La Gala ""Por La Escena""",Artes escénicas,Experiencia,15,Experiencia,true,1,1,65,San Juan,65,65,General,San Juan @ General,1,2026-05-16,2026-05-16
236,lamesa,https://boletos.prticket.com/events/en/lamesa,La Mesa,Artes escénicas,Artes escénicas,7,Cultura / Teatro,true,1,1,65,San Juan,65,65,Facultad de Humanidades,San Juan @ Facultad de Humanidades,1,2026-09-02,2026-09-02
